,Asterionellopsis,Cerataulina,Ceratium,Chaetoceros,Corethron,Coscinodiscus,Cylindrotheca,DactFragCerataul,Dactyliosolen,Dictyocha,Dinobryon,Dinophysis,Ditylum,Ephemera,Eucampia,Euglena,Gonyaulax,Guinardia,Guinardia_flaccida,Guinardia_striata,Gyrodinium,Hemiaulus,Laboea,Lauderia,Leptocylindrus,Licmophora,Myrionecta,Odontella,Paralia,Phaeocystis,Pleurosigma,Prorocentrum,Pseudonitzschia,Pyramimonas,Rhizosolenia,Skeletonema,Stephanopyxis,Thalassionema,Thalassiosira,Thalassiosira_dirty,bad,ciliate_mix,clusterflagellate,detritus,dino30,kiteflagellates,mix,mix_elongated,pennate,tintinnid
2016-06-11T03:17:47Z,2.97759988824,14.3917327932,1.48879994412,46.6490649158,0.49626664804,0.49626664804,0.99253329608,0.49626664804,1.98506659216,0.0,5.95519977648,0.49626664804,0.49626664804,0.0,0.99253329608,0.0,0.49626664804,3.47386653628,7.94026636864,0.99253329608,0.99253329608,1.48879994412,0.99253329608,0.49626664804,1.48879994412,0.99253329608,1.48879994412,0.49626664804,0.0,0.99253329608,0.0,3.47386653628,0.0,7.94026636864,0.0,20.8431992177,0.0,0.99253329608,2.4813332402,1.98506659216,0.0,5.95519977648,1.48879994412,73.943730558,62.033331005,4.9626664804,2636.66470104,53.1005313403,0.0,0.0
2016-06-11T03:40:59Z,4.63964325783,20.4144303345,0.463964325783,26.9099308954,0.463964325783,0.463964325783,0.463964325783,0.927928651566,5.10360758361,0.0,3.24775028048,1.39189297735,0.927928651566,0.463964325783,2.7837859547,0.0,0.0,1.39189297735,4.17567893205,0.0,0.927928651566,0.0,0.463964325783,0.0,3.71171460626,1.39189297735,0.927928651566,0.0,0.0,0.927928651566,0.0,1.85585730313,0.0,5.10360758361,0.463964325783,14.8468584251,0.0,0.0,1.85585730313,1.85585730313,0.0,3.24775028048,0.463964325783,64.0270769581,34.7973244337,2.7837859547,2349.05138144,43.1486822978,0.0,0.927928651566
2016-06-11T04:04:12Z,2.6015316843,12.1404811934,0.43358861405,23.4137851587,0.867177228099,0.867177228099,1.7343544562,0.867177228099,5.63665198265,0.0,6.0702405967,1.30076584215,0.43358861405,0.43358861405,0.43358861405,0.0,0.0,3.03512029835,6.50382921075,0.0,0.43358861405,1.30076584215,0.867177228099,0.0,5.63665198265,0.0,0.43358861405,0.0,0.867177228099,0.43358861405,0.0,1.30076584215,0.43358861405,6.50382921075,0.0,17.343544562,0.0,0.43358861405,3.90229752645,0.867177228099,0.43358861405,4.3358861405,0.867177228099,79.3467163711,31.2183802116,2.16794307025,2125.45138607,44.2260386331,0.867177228099,0.0
2016-06-11T04:27:24Z,2.20011691421,16.2808651652,2.20011691421,24.6413094392,2.20011691421,0.0,1.32007014853,0.440023382843,3.96021044558,0.0,3.52018706274,1.76009353137,0.0,0.880046765685,1.76009353137,0.0,0.0,3.0801636799,6.1603273598,0.880046765685,0.440023382843,0.880046765685,0.0,0.0,3.96021044558,0.440023382843,0.440023382843,0.0,0.0,0.880046765685,0.0,3.0801636799,0.0,8.36044427401,0.880046765685,14.5207716338,0.0,0.440023382843,0.880046765685,1.32007014853,0.440023382843,4.84025721127,1.32007014853,69.963717872,34.7618472446,5.28028059411,2229.59848086,50.6026890269,0.440023382843,0.0
2016-06-11T04:50:36Z,1.64851298977,13.1881039181,0.824256494884,25.9640795888,0.824256494884,0.0,0.824256494884,0.824256494884,2.47276948465,0.0,4.9455389693,0.412128247442,0.412128247442,0.0,0.412128247442,0.412128247442,0.412128247442,0.824256494884,3.29702597953,0.824256494884,0.824256494884,0.412128247442,0.0,0.0,4.12128247442,0.412128247442,0.0,0.0,0.0,0.412128247442,0.412128247442,0.0,0.412128247442,5.76979546419,0.412128247442,14.8366169079,0.0,0.0,1.23638474233,0.824256494884,0.412128247442,5.35766721674,1.64851298977,54.4009286623,25.9640795888,2.88489773209,1911.03868339,33.7945162902,0.0,0.824256494884
2016-06-11T05:13:49Z,4.59222900711,14.2359099221,1.37766870213,31.6863801491,0.918445801423,0.0,0.918445801423,1.37766870213,4.1330061064,0.0,4.59222900711,0.0,0.0,0.0,0.0,0.0,0.0,3.21456030498,8.72523511351,0.459222900711,0.0,2.29611450356,0.459222900711,0.0,6.42912060996,0.0,1.37766870213,0.0,0.459222900711,0.0,0.459222900711,0.918445801423,0.0,7.80678931209,0.0,22.0426992341,0.0,0.0,1.83689160285,2.29611450356,0.459222900711,4.1330061064,1.37766870213,82.660122128,31.6863801491,4.59222900711,2417.34934934,40.8708381633,1.37766870213,1.37766870213
2016-06-11T05:37:01Z,2.81395875182,23.4496562652,0.0,36.5814637737,1.40697937591,0.468993125303,0.937986250607,1.87597250121,12.1938212579,0.937986250607,7.03489687955,0.937986250607,0.0,0.0,0.0,0.0,0.0,3.28295187712,5.62791750364,0.0,1.40697937591,0.0,0.0,0.0,10.3178487567,0.468993125303,0.937986250607,0.0,0.468993125303,0.468993125303,0.937986250607,1.87597250121,0.0,8.44187625546,0.0,31.4225393953,0.0,0.0,3.75194500243,1.40697937591,0.468993125303,7.97288313016,1.87597250121,92.8606388101,42.6783744026,3.28295187712,2586.02809292,63.7830650413,1.40697937591,0.937986250607
2016-06-11T06:00:13Z,1.39331955908,21.8286730922,1.39331955908,35.29742883,0.464439853026,0.464439853026,1.39331955908,0.928879706053,4.17995867724,0.0,5.10883838329,0.464439853026,0.0,0.0,0.0,0.0,0.0,3.25107897119,8.8243572075,0.928879706053,0.0,0.928879706053,0.0,0.0,8.35991735448,0.0,3.25107897119,0.0,0.464439853026,1.39331955908,0.0,3.25107897119,0.0,9.28879706053,0.0,18.5775941211,0.0,0.0,1.85775941211,2.32219926513,0.0,3.71551882421,0.464439853026,84.9924931038,41.3351469194,3.71551882421,2480.57325501,52.481703392,0.464439853026,0.928879706053
2016-06-11T06:23:26Z,5.13697660557,28.019872394,0.466997873233,34.090844746,0.466997873233,0.466997873233,2.33498936617,0.933995746467,5.13697660557,0.0,7.93896384497,2.33498936617,0.0,0.933995746467,2.33498936617,0.0,0.466997873233,2.33498936617,6.53797022527,0.0,0.466997873233,1.4009936197,0.0,0.0,6.07097235203,0.933995746467,1.86799149293,0.466997873233,0.466997873233,2.33498936617,0.0,2.33498936617,0.0,6.53797022527,0.0,23.3498936617,0.466997873233,0.466997873233,4.2029808591,0.933995746467,0.0,5.6039744788,0.933995746467,103.206529985,36.4258341122,4.66997873233,2435.39390891,55.1057490415,0.933995746467,0.0
2016-06-11T06:46:37Z,2.83527473192,25.5174725873,1.41763736596,30.7154762625,1.41763736596,0.472545788653,2.36272894327,0.472545788653,4.72545788653,0.0,7.56073261845,1.41763736596,0.0,0.472545788653,0.945091577306,0.0,0.0,1.89018315461,6.61564104115,0.472545788653,1.89018315461,1.89018315461,0.0,0.0,11.8136447163,0.472545788653,1.41763736596,0.0,0.472545788653,1.89018315461,0.0,0.945091577306,0.0,7.56073261845,0.472545788653,20.3194689121,0.0,0.472545788653,1.89018315461,1.41763736596,0.0,6.14309525249,0.945091577306,111.520806122,36.3860257263,3.30782052057,2515.361233,61.9034983136,1.41763736596,0.945091577306
2016-06-11T07:09:50Z,3.31760656172,23.223245932,0.0,30.33240285,2.84366276719,0.0,1.42183138359,0.947887589063,6.16126932891,0.473943794531,3.31760656172,0.473943794531,0.0,0.0,0.947887589063,0.0,0.0,2.84366276719,5.68732553438,1.42183138359,0.947887589063,0.473943794531,0.473943794531,0.0,8.53098830157,0.0,2.36971897266,0.0,0.0,2.84366276719,0.0,1.89577517813,0.947887589063,6.63521312344,0.947887589063,24.1711335211,0.0,0.0,3.31760656172,1.89577517813,0.0,5.21338173985,0.473943794531,104.267634797,42.6549415078,2.84366276719,2450.76336152,51.1859298094,0.947887589063,0.0
2016-06-11T07:33:03Z,3.33746443887,21.4551285356,2.38390317062,35.7585475593,1.9071225365,0.0,1.9071225365,1.43034190237,5.72136760949,0.476780634124,7.62849014599,0.476780634124,0.953561268248,0.0,0.476780634124,0.0,0.0,3.33746443887,8.10527078011,0.953561268248,0.476780634124,2.86068380475,0.0,0.0,10.0123933166,0.476780634124,2.86068380475,0.0,0.0,1.9071225365,0.0,0.0,0.0,12.3962964872,0.476780634124,26.2229348768,0.476780634124,0.476780634124,3.33746443887,0.476780634124,0.0,7.62849014599,0.476780634124,112.520229653,39.5727926323,5.24458697537,2512.63394183,51.0155278513,0.953561268248,2.38390317062
2016-06-11T07:56:14Z,3.7304303953,19.1184557759,0.932607598825,24.2477975694,1.86521519765,0.0,0.932607598825,1.39891139824,7.92716459001,0.0,5.12934179353,0.932607598825,0.932607598825,0.0,1.39891139824,0.0,0.0,4.66303799412,6.99455699118,0.466303799412,0.932607598825,0.466303799412,0.0,0.0,9.79237978766,0.0,2.33151899706,0.0,0.932607598825,1.86521519765,0.0,2.33151899706,0.0,7.4608607906,0.466303799412,23.3151899706,0.0,0.466303799412,1.86521519765,2.33151899706,0.0,5.12934179353,0.466303799412,114.710734655,37.304303953,4.66303799412,2352.96897183,42.8999495459,0.0,0.466303799412
2016-06-11T08:19:27Z,3.50377444102,17.5188722051,1.00107841172,18.5199506168,0.50053920586,2.00215682344,3.00323523516,0.50053920586,2.5026960293,0.50053920586,3.00323523516,2.5026960293,0.50053920586,0.50053920586,0.50053920586,0.0,0.0,4.00431364688,12.0129409406,0.50053920586,1.00107841172,1.00107841172,0.50053920586,0.0,4.50485285274,0.50053920586,1.50161761758,0.0,0.0,0.50053920586,0.0,0.0,0.0,8.00862729375,0.0,19.0204898227,0.0,0.0,3.00323523516,1.00107841172,0.50053920586,2.5026960293,1.50161761758,78.0841161141,38.0409796453,5.0053920586,2541.23754815,37.5404404395,0.0,1.00107841172
2016-06-11T08:42:39Z,3.06644337564,18.3986602539,1.02214779188,22.9983253173,1.02214779188,0.0,2.04429558376,1.53322168782,2.5553694797,0.0,5.1107389594,1.02214779188,0.51107389594,0.0,2.04429558376,0.0,0.51107389594,3.06644337564,8.68825623099,0.0,1.02214779188,0.51107389594,0.0,0.0,6.13288675128,0.51107389594,2.04429558376,0.0,0.0,1.02214779188,0.51107389594,0.51107389594,0.0,6.13288675128,1.02214779188,13.2879212944,0.51107389594,0.0,2.04429558376,0.51107389594,0.51107389594,4.59966506346,3.06644337564,86.8825623099,31.1755076524,4.59966506346,2647.87385487,42.930207259,1.53322168782,1.02214779188
2016-06-11T09:05:51Z,2.70271865118,24.8650115908,1.62163119071,25.9460990513,0.0,0.0,1.08108746047,1.08108746047,0.0,0.0,5.94598103259,2.16217492094,0.540543730236,0.0,2.16217492094,0.0,0.0,2.70271865118,5.40543730236,0.540543730236,1.62163119071,2.16217492094,0.0,0.0,4.32434984188,0.0,1.08108746047,0.0,0.540543730236,0.540543730236,0.0,1.08108746047,0.0,5.94598103259,0.0,17.8379430978,0.540543730236,0.540543730236,3.24326238141,1.62163119071,0.0,3.24326238141,0.540543730236,95.6762402517,35.1353424653,4.32434984188,2938.39571756,46.4867608003,0.0,0.540543730236
2016-06-11T09:29:03Z,6.69421428821,20.0826428646,1.11570238137,25.6611547715,1.67355357205,0.0,1.67355357205,1.67355357205,1.67355357205,0.557851190685,2.78925595342,1.67355357205,0.0,0.557851190685,0.557851190685,0.0,0.0,2.23140476274,10.599172623,1.11570238137,1.11570238137,0.0,0.0,0.0,2.78925595342,0.0,2.78925595342,0.0,0.557851190685,1.67355357205,0.557851190685,1.67355357205,0.0,5.02066071616,0.0,23.9876011994,0.557851190685,0.557851190685,2.78925595342,1.67355357205,0.0,2.78925595342,2.78925595342,116.590898853,45.7437976361,6.69421428821,3119.50385831,46.8595000175,1.67355357205,0.557851190685
2016-06-11T09:52:16Z,3.39107893323,15.8250350217,0.565179822204,29.9545305768,0.565179822204,1.69553946661,1.13035964441,2.82589911102,2.82589911102,0.0,5.08661839984,1.69553946661,0.0,1.13035964441,1.13035964441,0.0,0.0,2.26071928882,9.60805697747,0.0,0.565179822204,0.565179822204,0.565179822204,0.0,6.78215786645,0.565179822204,2.26071928882,0.0,0.0,0.565179822204,0.0,0.0,0.0,8.47769733306,1.13035964441,28.8241709324,0.0,0.0,3.39107893323,2.26071928882,0.565179822204,5.08661839984,2.26071928882,120.38330213,41.8233068431,4.52143857763,3153.13822808,66.1260391979,0.0,2.26071928882
